              [,1]         [,2]         [,3]         [,4]         [,5]         [,6]         [,7]         [,8]         [,9]        [,10]        [,11]        [,12]        [,13]        [,14]        [,15]        [,16]        [,17]        [,18]        [,19]        [,20]
[11,] 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.412466e-07 9.102908e-07 2.512747e-06 6.444695e-06 1.409126e-05 2.922270e-05 5.601182e-05 1.011901e-04 1.719946e-04 2.793126e-04 4.330263e-04 6.444734e-04
[12,] 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.023349e-07 1.145341e-06 3.148688e-06 8.010292e-06 1.748570e-05 3.621211e-05 6.925539e-05 1.247792e-04 2.117453e-04 3.433635e-04 5.315328e-04 7.899032e-04
[13,] 0.000000e+00 2.062908e-09 5.054201e-09 1.020330e-08 1.939981e-08 3.474013e-08 5.859370e-08 9.308175e-08 5.061789e-07 1.591850e-06 4.079148e-06 9.960581e-06 2.138158e-05 4.384247e-05 8.330991e-05 1.493636e-04 2.527183e-04 4.089169e-04 6.318379e-04 9.374073e-04
[14,] 0.000000e+00 4.169984e-09 1.021662e-08 2.062506e-08 3.921499e-08 7.042822e-08 1.206227e-07 1.927407e-07 7.214741e-07 2.056646e-06 5.032379e-06 1.191247e-05 2.523808e-05 5.131174e-05 9.695599e-05 1.730520e-04 2.919670e-04 4.714232e-04 7.270818e-04 1.076940e-03
[15,] 1.327949e-07 2.441198e-07 4.192407e-07 6.763553e-07 1.037361e-06 1.520252e-06 2.140266e-06 2.885348e-06 4.225902e-06 6.524349e-06 1.065564e-05 1.905698e-05 3.459475e-05 6.421807e-05 1.154866e-04 2.003784e-04 3.327350e-04 5.322146e-04 8.159926e-04 1.203839e-03
[16,] 3.730742e-07 6.831814e-07 1.177073e-06 1.906681e-06 2.933277e-06 4.303741e-06 6.047632e-06 8.121240e-06 1.098805e-05 1.496053e-05 2.086215e-05 3.117622e-05 4.898674e-05 8.167684e-05 1.373880e-04 2.289243e-04 3.713230e-04 5.857956e-04 8.906275e-04 1.306902e-03
[17,] 7.860285e-07 1.428086e-06 2.447836e-06 3.952224e-06 6.059369e-06 8.855765e-06 1.238254e-05 1.653488e-05 2.171473e-05 2.810961e-05 3.640159e-05 4.898611e-05 6.904238e-05 1.041544e-04 1.628658e-04 2.584802e-04 4.068747e-04 6.303295e-04 9.477456e-04 1.380962e-03
[18,] 1.690626e-06 2.983372e-06 4.994708e-06 7.914915e-06 1.194260e-05 1.721218e-05 2.377049e-05 3.140627e-05 4.038638e-05 5.066854e-05 6.266639e-05 7.851499e-05 1.013068e-04 1.385363e-04 1.989105e-04 2.958728e-04 4.457470e-04 6.713816e-04 9.918162e-04 1.429105e-03
[19,] 3.115034e-06 5.471257e-06 9.124228e-06 1.441818e-05 2.169093e-05 3.116363e-05 4.288971e-05 5.647301e-05 7.190507e-05 8.871009e-05 1.067956e-04 1.277601e-04 1.543404e-04 1.936319e-04 2.542895e-04 3.496202e-04 4.961089e-04 7.168023e-04 1.030530e-03 1.459129e-03
[20,] 5.331422e-06 9.340739e-06 1.554453e-05 2.452394e-05 3.683337e-05 5.282336e-05 7.254810e-05 9.531184e-05 1.206480e-04 1.473906e-04 1.746500e-04 2.031703e-04 2.350335e-04 2.766576e-04 3.364843e-04 4.275169e-04 5.662472e-04 7.757010e-04 1.074312e-03 1.483395e-03
[21,] 8.779291e-06 1.534146e-05 2.547541e-05 4.012410e-05 6.016225e-05 8.612227e-05 1.180351e-04 1.547288e-04 1.950029e-04 2.366226e-04 2.774899e-04 3.170783e-04 3.564475e-04 4.010932e-04 4.591564e-04 5.433320e-04 6.701797e-04 8.627412e-04 1.139130e-03 1.520068e-03
[22,] 1.383738e-05 2.411957e-05 3.996737e-05 6.284505e-05 9.408019e-05 1.344545e-04 1.839510e-04 2.406977e-04 3.024167e-04 3.653351e-04 4.256368e-04 4.810139e-04 5.310686e-04 5.801466e-04 6.360610e-04 7.113431e-04 8.229019e-04 9.941036e-04 1.243108e-03 1.590229e-03
[23,] 2.105827e-05 3.661102e-05 6.053167e-05 9.501227e-05 1.419964e-04 2.025848e-04 2.766567e-04 3.613353e-04 4.528080e-04 5.451573e-04 6.322132e-04 7.092725e-04 7.740024e-04 8.294243e-04 8.830969e-04 9.477201e-04 1.041077e-03 1.187446e-03 1.405688e-03 1.716139e-03
[24,] 3.094973e-05 5.368155e-05 8.857337e-05 1.388022e-04 2.071183e-04 2.950225e-04 4.022042e-04 5.243976e-04 6.556775e-04 7.872278e-04 9.097459e-04 1.015397e-03 1.099384e-03 1.163269e-03 1.214539e-03 1.266587e-03 1.338854e-03 1.457406e-03 1.642744e-03 1.915889e-03
[25,] 4.404191e-05 7.621994e-05 1.255108e-04 1.963757e-04 2.925815e-04 4.160997e-04 5.663024e-04 7.370623e-04 9.196517e-04 1.101473e-03 1.269209e-03 1.411076e-03 1.519274e-03 1.593826e-03 1.642423e-03 1.679812e-03 1.728041e-03 1.816006e-03 1.966962e-03 2.203421e-03
[26,] 6.067331e-05 1.047856e-04 1.722203e-04 2.690490e-04 4.002686e-04 5.683763e-04 7.722623e-04 1.003407e-03 1.249516e-03 1.493252e-03 1.716343e-03 1.902207e-03 2.039526e-03 2.126742e-03 2.172088e-03 2.192403e-03 2.213360e-03 2.267793e-03 2.382887e-03 2.583517e-03
[27,] 8.092260e-05 1.394915e-04 2.288456e-04 3.569949e-04 5.303626e-04 7.519983e-04 1.020112e-03 1.323236e-03 1.644732e-03 1.961551e-03 2.249560e-03 2.486572e-03 2.657311e-03 2.758643e-03 2.799726e-03 2.800206e-03 2.790355e-03 2.807971e-03 2.885260e-03 3.050268e-03
[28,] 1.045267e-04 1.798705e-04 2.945901e-04 4.589333e-04 6.809056e-04 9.640964e-04 1.305814e-03 1.691103e-03 2.098254e-03 2.497624e-03 2.858430e-03 3.152208e-03 3.359425e-03 3.475446e-03 3.510723e-03 3.488358e-03 3.444002e-03 3.421212e-03 3.458070e-03 3.586431e-03
[29,] 1.307880e-04 2.247212e-04 3.674726e-04 5.717609e-04 8.472663e-04 1.198059e-03 1.620320e-03 2.095150e-03 2.595183e-03 3.083493e-03 3.522093e-03 3.875820e-03 4.120774e-03 4.250964e-03 4.278471e-03 4.230313e-03 4.148000e-03 4.081264e-03 4.074529e-03 4.163811e-03
[30,] 1.585526e-04 2.720745e-04 4.442813e-04 6.904909e-04 1.022066e-03 1.443453e-03 1.949505e-03 2.517064e-03 3.112770e-03 3.692039e-03 4.209464e-03 4.623098e-03 4.904817e-03 5.047486e-03 5.065065e-03 4.988705e-03 4.865825e-03 4.752272e-03 4.698779e-03 4.745510e-03
[31,] 1.862628e-04 3.192851e-04 5.207286e-04 8.084990e-04 1.195554e-03 1.686567e-03 2.274920e-03 2.933099e-03 3.621729e-03 4.288613e-03 4.881135e-03 5.350890e-03 5.665942e-03 5.818301e-03 5.823922e-03 5.717997e-03 5.553439e-03 5.391607e-03 5.288955e-03 5.289386e-03
[32,] 2.120842e-04 3.632482e-04 5.918040e-04 9.180717e-04 1.356415e-03 1.911559e-03 2.575357e-03 3.316098e-03 4.088760e-03 4.834062e-03 5.492860e-03 6.011061e-03 6.353600e-03 6.511964e-03 6.504072e-03 6.368743e-03 6.163478e-03 5.954026e-03 5.801436e-03 5.752555e-03
[33,] 2.341013e-04 4.007277e-04 6.523020e-04 1.011217e-03 1.492960e-03 2.102117e-03 2.829072e-03 3.638358e-03 4.480076e-03 5.288893e-03 6.000285e-03 6.555662e-03 6.917739e-03 7.077850e-03 7.055671e-03 6.892923e-03 6.650367e-03 6.396576e-03 6.195612e-03 6.096150e-03
[34,] 2.505523e-04 4.287490e-04 6.974517e-04 1.080626e-03 1.594523e-03 2.243415e-03 3.016383e-03 3.874933e-03 4.765429e-03 5.617979e-03 6.364237e-03 6.942645e-03 7.314781e-03 7.472183e-03 7.435922e-03 7.249633e-03 6.975697e-03 6.683639e-03 6.438646e-03 6.289881e-03
[35,] 2.600635e-04 4.449927e-04 7.235424e-04 1.120626e-03 1.652849e-03 2.324018e-03 3.122196e-03 4.006825e-03 4.921965e-03 5.795030e-03 6.555694e-03 7.141196e-03 7.513126e-03 7.663560e-03 7.614469e-03 7.410248e-03 7.113108e-03 6.791539e-03 6.509857e-03 6.316298e-03
[36,] 2.618412e-04 4.481135e-04 7.284298e-04 1.127950e-03 1.663202e-03 2.337416e-03 3.138014e-03 4.023499e-03 4.937247e-03 5.806047e-03 6.559589e-03 7.135749e-03 7.497262e-03 7.637018e-03 7.577310e-03 7.362079e-03 7.051604e-03 6.711454e-03 6.403164e-03 6.172726e-03
[37,] 2.557812e-04 4.379253e-04 7.118292e-04 1.102179e-03 1.625002e-03 2.282894e-03 3.063062e-03 3.924272e-03 4.810869e-03 5.651131e-03 6.376736e-03 6.927956e-03 7.269693e-03 7.395849e-03 7.328432e-03 7.109749e-03 6.796563e-03 6.449866e-03 6.126774e-03 5.869880e-03
[38,] 2.424771e-04 4.154166e-04 6.753366e-04 1.045770e-03 1.541864e-03 2.165573e-03 2.904320e-03 3.718303e-03 4.554391e-03 5.344319e-03 6.023546e-03 6.536277e-03 6.850408e-03 6.960961e-03 6.889075e-03 6.674384e-03 6.368850e-03 6.027605e-03 5.702076e-03 5.430564e-03
[39,] 2.231253e-04 3.825936e-04 6.221793e-04 9.636797e-04 1.421047e-03 1.995629e-03 2.675466e-03 3.423230e-03 4.189632e-03 4.911535e-03 5.529653e-03 5.993329e-03 6.274041e-03 6.367950e-03 6.294814e-03 6.090771e-03 5.802084e-03 5.477194e-03 5.161042e-03 4.887074e-03
[40,] 1.993484e-04 3.421878e-04 5.567489e-04 8.626506e-04 1.272414e-03 1.786858e-03 2.394962e-03 3.062707e-03 3.745648e-03 4.387028e-03 4.933880e-03 5.341498e-03 5.585264e-03 5.662427e-03 5.590973e-03 5.402990e-03 5.138565e-03 4.839095e-03 4.542714e-03 4.277803e-03
[41,] 1.729730e-04 2.972841e-04 4.840085e-04 7.503060e-04 1.107125e-03 1.554845e-03 2.083625e-03 2.663326e-03 3.254978e-03 3.808979e-03 4.279297e-03 4.627572e-03 4.833165e-03 4.894300e-03 4.826935e-03 4.658833e-03 4.423822e-03 4.156332e-03 3.887798e-03 3.641621e-03
[42,] 1.458030e-04 2.509407e-04 4.088854e-04 6.342232e-04 9.362772e-04 1.315094e-03 1.762142e-03 2.251460e-03 2.749810e-03 3.215040e-03 3.608228e-03 3.897368e-03 4.065656e-03 4.112138e-03 4.050623e-03 3.904529e-03 3.701680e-03 3.469953e-03 3.234538e-03 3.014181e-03
[43,] 1.194270e-04 2.058630e-04 3.357482e-04 5.211324e-04 7.697456e-04 1.081402e-03 1.448915e-03 1.850535e-03 2.258679e-03 2.638503e-03 2.957987e-03 3.191156e-03 3.324728e-03 3.358401e-03 3.303841e-03 3.180314e-03 3.010143e-03 2.815327e-03 2.615488e-03 2.425227e-03
[44,] 9.508558e-05 1.641765e-04 2.680401e-04 4.163517e-04 6.153490e-04 8.647050e-04 1.158529e-03 1.479098e-03 1.804130e-03 2.105603e-03 2.357878e-03 2.540456e-03 2.643146e-03 2.666127e-03 2.619023e-03 2.517310e-03 2.378472e-03 2.219436e-03 2.055079e-03 1.896456e-03
[45,] 7.360902e-05 1.273174e-04 2.080992e-04 3.235065e-04 4.784363e-04 6.724945e-04 9.009789e-04 1.149840e-03 1.401546e-03 1.634169e-03 1.827725e-03 1.966479e-03 2.042846e-03 2.057321e-03 2.017662e-03 1.936013e-03 1.825752e-03 1.699586e-03 1.568501e-03 1.440632e-03
[46,] 5.542132e-05 9.603352e-05 1.571567e-04 2.445219e-04 3.618675e-04 5.087886e-04 6.816265e-04 8.695417e-04 1.059101e-03 1.233597e-03 1.377871e-03 1.480171e-03 1.535026e-03 1.543108e-03 1.510533e-03 1.446610e-03 1.361350e-03 1.264071e-03 1.162673e-03 1.062978e-03
[47,] 4.059478e-05 7.047330e-05 1.154752e-04 1.798290e-04 2.663095e-04 3.745385e-04 5.017392e-04 6.397720e-04 7.786074e-04 9.058538e-04 1.010315e-03 1.083451e-03 1.121442e-03 1.125024e-03 1.098914e-03 1.050085e-03 9.858649e-04 9.129289e-04 8.368144e-04 7.615655e-04
[48,] 2.893457e-05 5.032454e-05 8.256824e-05 1.286991e-04 1.907174e-04 2.682932e-04 3.593679e-04 4.579908e-04 5.568637e-04 6.470352e-04 7.204563e-04 7.710930e-04 7.963659e-04 7.969978e-04 7.765454e-04 7.401194e-04 6.929668e-04 6.397615e-04 5.842861e-04 5.292699e-04
[49,] 2.007272e-05 3.497734e-05 5.746550e-05 8.965399e-05 1.329447e-04 1.870661e-04 2.505287e-04 3.190986e-04 3.875994e-04 4.497332e-04 4.998613e-04 5.338342e-04 5.499647e-04 5.489029e-04 5.332683e-04 5.067213e-04 4.729420e-04 4.351350e-04 3.958256e-04 3.568042e-04
[50,] 1.348542e-05 2.354017e-05 3.872195e-05 6.046038e-05 8.970191e-05 1.262288e-04 1.689879e-04 2.150548e-04 2.608666e-04 3.021271e-04 3.350152e-04 3.567817e-04 3.663834e-04 3.643832e-04 3.526701e-04 3.337982e-04 3.102681e-04 2.841929e-04 2.571777e-04 2.303263e-04
[51,] 8.808316e-06 1.539934e-05 2.535576e-05 3.961263e-05 5.878539e-05 8.270454e-05 1.106433e-04 1.406390e-04 1.703116e-04 1.968211e-04 2.176652e-04 2.310886e-04 2.364837e-04 2.343113e-04 2.258907e-04 2.129479e-04 1.971270e-04 1.797736e-04 1.618685e-04 1.440645e-04
             [,21]        [,22]        [,23]        [,24]        [,25]        [,26]        [,27]        [,28]        [,29]        [,30]        [,31]        [,32]        [,33]        [,34]        [,35]        [,36]        [,37]        [,38]        [,39]        [,40]
 [1,] 2.251020e-05 3.195640e-05 4.347214e-05 5.656159e-05 7.044928e-05 8.402085e-05 9.602456e-05 1.052907e-04 1.109448e-04 1.125640e-04 1.102217e-04 1.044193e-04 9.592463e-05 8.562005e-05 7.435357e-05 6.285715e-05 5.172214e-05 4.139353e-05 3.218269e-05 2.429901e-05
 [2,] 3.722378e-05 5.237999e-05 7.071678e-05 9.144469e-05 1.133825e-04 1.348486e-04 1.539653e-04 1.689722e-04 1.785265e-04 1.819266e-04 1.791819e-04 1.709300e-04 1.582214e-04 1.423235e-04 1.245153e-04 1.059661e-04 8.768578e-05 7.048999e-05 5.498985e-05 4.162071e-05
 [3,] 5.929354e-05 8.297488e-05 1.114851e-04 1.435968e-04 1.775339e-04 2.107831e-04 2.405503e-04 2.642073e-04 2.797149e-04 2.859445e-04 2.827861e-04 2.710520e-04 2.521855e-04 2.280121e-04 2.004490e-04 1.713256e-04 1.422918e-04 1.147335e-04 8.972456e-05 6.804983e-05
 [4,] 9.256274e-05 1.289151e-04 1.724764e-04 2.213657e-04 2.729359e-04 3.234697e-04 3.688552e-04 4.052182e-04 4.295142e-04 4.399845e-04 4.363224e-04 4.195625e-04 3.916913e-04 3.553328e-04 3.133388e-04 2.685229e-04 2.235009e-04 1.805242e-04 1.413683e-04 1.073446e-04
 [5,] 1.404764e-04 1.948656e-04 2.597806e-04 3.324150e-04 4.089056e-04 4.838636e-04 5.513527e-04 6.057697e-04 6.426593e-04 6.593543e-04 6.552257e-04 6.315668e-04 5.910806e-04 5.374907e-04 4.749695e-04 4.077459e-04 3.398413e-04 2.747737e-04 2.153457e-04 1.636336e-04
 [6,] 2.071402e-04 2.863821e-04 3.806362e-04 4.858251e-04 5.964314e-04 7.048060e-04 8.025531e-04 8.817347e-04 9.359774e-04 9.613560e-04 9.567606e-04 9.237871e-04 8.660717e-04 7.888186e-04 6.980118e-04 5.998470e-04 5.003144e-04 4.047112e-04 3.172804e-04 2.411622e-04
 [7,] 2.968688e-04 4.093025e-04 5.426373e-04 6.910961e-04 8.469586e-04 9.995873e-04 1.137345e-03 1.249218e-03 1.326306e-03 1.363015e-03 1.357587e-03 1.312012e-03 1.231158e-03 1.122211e-03 9.935866e-04 8.541276e-04 7.124689e-04 5.762864e-04 4.517324e-04 3.433376e-04
 [8,] 4.128601e-04 5.679053e-04 7.512874e-04 9.550363e-04 1.168597e-03 1.377517e-03 1.566037e-03 1.719248e-03 1.825051e-03 1.875752e-03 1.868790e-03 1.806675e-03 1.695873e-03 1.546123e-03 1.368977e-03 1.176676e-03 9.812450e-04 7.933907e-04 6.216810e-04 4.723815e-04
 [9,] 5.564566e-04 7.639205e-04 1.008721e-03 1.280180e-03 1.564242e-03 1.841777e-03 2.091993e-03 2.295236e-03 2.435522e-03 2.502620e-03 2.493021e-03 2.409910e-03 2.261758e-03 2.061486e-03 1.824541e-03 1.567373e-03 1.306174e-03 1.055351e-03 8.263840e-04 6.275888e-04
[10,] 7.268709e-04 9.961216e-04 1.313140e-03 1.664041e-03 2.030613e-03 2.388221e-03 2.710168e-03 2.971250e-03 3.150972e-03 3.236180e-03 3.222323e-03 3.113462e-03 2.920510e-03 2.660209e-03 2.352650e-03 2.019262e-03 1.681131e-03 1.356965e-03 1.061583e-03 8.055993e-04
[11,] 9.191433e-04 1.257685e-03 1.655495e-03 2.095070e-03 2.553493e-03 2.999955e-03 3.401162e-03 3.725745e-03 3.948219e-03 4.052246e-03 4.032205e-03 3.893246e-03 3.649115e-03 3.320926e-03 2.934037e-03 2.515480e-03 2.091799e-03 1.686452e-03 1.317891e-03 9.991650e-04
[12,] 1.124914e-03 1.537180e-03 2.020729e-03 2.554170e-03 3.109520e-03 3.649384e-03 4.133472e-03 4.523907e-03 4.789997e-03 4.912139e-03 4.883715e-03 4.711178e-03 4.411420e-03 4.010318e-03 3.538896e-03 3.030159e-03 2.516409e-03 2.026055e-03 1.581270e-03 1.197521e-03
[13,] 1.332955e-03 1.819001e-03 2.388074e-03 3.014844e-03 3.666177e-03 4.298076e-03 4.863278e-03 5.317482e-03 5.624908e-03 5.762852e-03 5.723874e-03 5.515900e-03 5.159123e-03 4.684296e-03 4.128176e-03 3.529739e-03 2.926985e-03 2.353157e-03 1.833984e-03 1.387155e-03
[14,] 1.529089e-03 2.083892e-03 2.732340e-03 3.445381e-03 4.184998e-03 4.901025e-03 5.539737e-03 6.050931e-03 6.394231e-03 6.544225e-03 6.492910e-03 6.249784e-03 5.838298e-03 5.293878e-03 4.658699e-03 3.977297e-03 3.292902e-03 2.643118e-03 2.056800e-03 1.553480e-03
[15,] 1.704455e-03 2.317979e-03 3.033900e-03 3.819857e-03 4.633497e-03 5.419301e-03 6.118030e-03 6.674545e-03 7.044751e-03 7.201202e-03 7.135726e-03 6.859457e-03 6.398875e-03 5.793565e-03 5.090407e-03 4.338660e-03 3.585908e-03 2.873290e-03 2.232095e-03 1.683153e-03
[16,] 1.843697e-03 2.500851e-03 3.266485e-03 4.105614e-03 4.972467e-03 5.807468e-03 6.547305e-03 7.133332e-03 7.518949e-03 7.675545e-03 7.595201e-03 7.290611e-03 6.790797e-03 6.138623e-03 5.384547e-03 4.581293e-03 3.779533e-03 3.022801e-03 2.343900e-03 1.764295e-03
[17,] 1.939167e-03 2.621814e-03 3.415874e-03 4.284585e-03 5.179902e-03 6.039779e-03 6.798576e-03 7.395835e-03 7.783876e-03 7.933920e-03 7.838731e-03 7.512410e-03 6.985860e-03 6.304110e-03 5.519800e-03 4.687585e-03 3.859714e-03 3.080776e-03 2.384057e-03 1.790946e-03
[18,] 1.992325e-03 2.680512e-03 3.479787e-03 4.352548e-03 5.249736e-03 6.108539e-03 6.862841e-03 7.452160e-03 7.829219e-03 7.966067e-03 7.856561e-03 7.515967e-03 6.976322e-03 6.283577e-03 5.491049e-03 4.653684e-03 3.823717e-03 3.045404e-03 2.351446e-03 1.762465e-03
[19,] 2.011396e-03 2.685919e-03 3.468253e-03 4.320781e-03 5.194591e-03 6.027660e-03 6.755114e-03 7.318130e-03 7.671227e-03 7.788262e-03 7.664595e-03 7.316485e-03 6.776402e-03 6.090059e-03 5.310011e-03 4.489908e-03 3.680431e-03 2.924148e-03 2.252164e-03 1.683688e-03
[20,] 2.011351e-03 2.656272e-03 3.403336e-03 4.215509e-03 5.044918e-03 5.831562e-03 6.513191e-03 7.034055e-03 7.351663e-03 7.442550e-03 7.304011e-03 6.953197e-03 6.422493e-03 5.756423e-03 5.005585e-03 4.220988e-03 3.450437e-03 2.733661e-03 2.099305e-03 1.564631e-03
[21,] 2.013552e-03 2.617151e-03 3.315745e-03 4.073176e-03 4.843124e-03 5.568358e-03 6.190151e-03 6.656795e-03 6.929644e-03 6.988600e-03 6.833293e-03 6.481811e-03 5.966164e-03 5.329072e-03 4.618365e-03 3.881440e-03 3.162259e-03 2.496843e-03 1.910736e-03 1.418863e-03
[22,] 2.043173e-03 2.598974e-03 3.242143e-03 3.937333e-03 4.639826e-03 5.295348e-03 5.849001e-03 6.253604e-03 6.474833e-03 6.496456e-03 6.320829e-03 5.967191e-03 5.467187e-03 4.861516e-03 4.194889e-03 3.510569e-03 2.848126e-03 2.239353e-03 1.706302e-03 1.261320e-03
[23,] 2.126448e-03 2.633106e-03 3.220032e-03 3.852252e-03 4.486236e-03 5.070279e-03 5.553035e-03 5.891841e-03 6.056807e-03 6.035878e-03 5.834542e-03 5.473577e-03 4.984580e-03 4.406418e-03 3.780789e-03 3.146755e-03 2.539361e-03 1.985995e-03 1.505079e-03 1.106274e-03
[24,] 2.284760e-03 2.745302e-03 3.280449e-03 3.854836e-03 4.425276e-03 4.941751e-03 5.355685e-03 5.628504e-03 5.734553e-03 5.666113e-03 5.432205e-03 5.055682e-03 4.568657e-03 4.008692e-03 3.414965e-03 2.822670e-03 2.262565e-03 1.757760e-03 1.323139e-03 9.656897e-04
[25,] 2.533982e-03 2.954059e-03 3.445154e-03 3.970558e-03 4.486328e-03 4.942948e-03 5.293483e-03 5.502713e-03 5.548787e-03 5.428328e-03 5.154241e-03 4.752057e-03 4.255100e-03 3.700366e-03 3.125277e-03 2.561775e-03 2.036855e-03 1.569718e-03 1.171992e-03 8.480964e-04
[26,] 2.879406e-03 3.265510e-03 3.721453e-03 4.208209e-03 4.679910e-03 5.086254e-03 5.380668e-03 5.530400e-03 5.516816e-03 5.340757e-03 5.019262e-03 4.581090e-03 4.061475e-03 3.497644e-03 2.926137e-03 2.376416e-03 1.872415e-03 1.429955e-03 1.057832e-03 7.580806e-04
[27,] 3.314289e-03 3.671952e-03 4.100669e-03 4.558289e-03 4.995987e-03 5.361523e-03 5.607483e-03 5.702679e-03 5.631047e-03 5.397386e-03 5.022937e-03 4.540077e-03 3.986498e-03 3.400350e-03 2.818121e-03 2.267580e-03 1.770368e-03 1.339538e-03 9.815657e-04 6.963503e-04
[28,] 3.819549e-03 4.151930e-03 4.558652e-03 4.993951e-03 5.405356e-03 5.737887e-03 5.942326e-03 5.988259e-03 5.861548e-03 5.570543e-03 5.140512e-03 4.607568e-03 4.012141e-03 3.393768e-03 2.789528e-03 2.226186e-03 1.723826e-03 1.293355e-03 9.394781e-04 6.602521e-04
[29,] 4.364601e-03 4.671563e-03 5.057591e-03 5.473295e-03 5.862374e-03 6.166823e-03 6.335087e-03 6.336952e-03 6.159621e-03 5.814442e-03 5.330235e-03 4.746597e-03 4.106606e-03 3.451297e-03 2.818691e-03 2.235045e-03 1.719509e-03 1.281412e-03 9.242371e-04 6.445372e-04
[30,] 4.910321e-03 5.188371e-03 5.550835e-03 5.945215e-03 6.311782e-03 6.589826e-03 6.725423e-03 6.688250e-03 6.466359e-03 6.073405e-03 5.540971e-03 4.911500e-03 4.230223e-03 3.539403e-03 2.878019e-03 2.272059e-03 1.740203e-03 1.290682e-03 9.262564e-04 6.423406e-04
[31,] 5.413059e-03 5.656003e-03 5.988430e-03 6.355763e-03 6.695836e-03 6.946144e-03 7.050878e-03 6.979579e-03 6.720770e-03 6.289607e-03 5.719376e-03 5.054363e-03 4.341090e-03 3.622417e-03 2.937952e-03 2.313404e-03 1.767251e-03 1.306990e-03 9.350786e-04 6.461714e-04
